seq1	Root	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	unclassified_Bacillus
seq156	Root	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	unclassified_Terrimicrobium
seq159	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	unclassified_Burkholderia-Caballeronia-Paraburkholderia
seq161	Root	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	unclassified_Microbacterium
seq162	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	unclassified_Mesorhizobium
seq166	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae	NA
seq167	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	unclassified_Sphingomonas
seq168	Root	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	unclassified_Mycobacterium
seq169	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	Asprobacter aquaticus
seq171	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	unclassified_Sphingomonas
seq172	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	unclassified_Acidibacter
seq173	Root	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	unclassified_Polyangiaceae	NA
seq174	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	unclassified_Massilia
seq177	Root	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	unclassified_Bdellovibrio
seq178	Root	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	unclassified_Chitinophaga
seq180	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	unclassified_Cupriavidus
seq181	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hirschia	Asprobacter aquaticus
seq182	Root	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	unclassified_Verrucomicrobium
seq184	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	unclassified_Dongia
seq186	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	unclassified_Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium
seq188	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	unclassified_Xanthobacteraceae	NA
seq189	Root	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	unclassified_Chitinophaga
seq190	Root	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	unclassified_Chitinophaga
seq191	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	unclassified_Sphingobium
seq194	Root	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	unclassified_Microscillaceae	NA
seq198	Root	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	unclassified_Chitinophagaceae	NA
seq200	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	unclassified_Hyphomicrobium
seq201	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured	unclassified_uncultured
seq202	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	unclassified_Caulobacteraceae	NA
seq205	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	unclassified_Sphingomonadaceae	NA
seq206	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	unclassified_Alcaligenaceae	NA
seq207	Root	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta 2	unclassified_Spirochaeta 2
seq210	Root	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	Roseimicrobium gellanilyticum
seq212	Root	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	unclassified_Pedobacter
seq213	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	unclassified_Sphingomonas
seq215	Root	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	Cytophagaceae bacterium JGI 0001001-B3
seq218	Root	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus
seq219	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	unclassified_Xanthobacteraceae	NA
seq220	Root	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	Chryseolinea	unclassified_Chryseolinea
seq222	Root	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavitalea	bacterium CS57
seq223	Root	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	Dactylosporangium	unclassified_Dactylosporangium
seq225	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	unclassified_Hyphomicrobium
seq227	Root	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	unclassified_Streptosporangiaceae	NA
seq228	Root	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus
seq230	Root	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	unclassified_Niastella
seq233	Root	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	unclassified_Niastella
seq234	Root	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus
seq237	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	unclassified_Bosea
seq238	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	unclassified_Sphingomonas
seq239	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	unclassified_Massilia
seq240	Root	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	unclassified_Mucilaginibacter
seq241	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	unclassified_Reyranella
seq246	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	unclassified_Phenylobacterium
seq251	Root	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus
seq253	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	unclassified_Reyranella
seq254	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	unclassified_Hyphomicrobium
seq264	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia	unclassified_Devosia
seq266	Root	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	unclassified_Luteolibacter
seq267	Root	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus
seq269	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae	NA
seq271	Root	Bacteria	Firmicutes	Bacilli	Brevibacillales	Brevibacillaceae	Brevibacillus	unclassified_Brevibacillus
seq272	Root	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	unclassified_Flavobacterium
seq273	Root	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	unclassified_Solirubrobacter
seq276	Root	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Terrimicrobiaceae	Terrimicrobium	unclassified_Terrimicrobium
seq277	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	uncultured	unclassified_uncultured
seq279	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	unclassified_Steroidobacter
seq280	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	unclassified_Rhodanobacteraceae	NA
seq282	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	unclassified_Burkholderia-Caballeronia-Paraburkholderia
seq283	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	unclassified_Bosea
seq285	Root	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	unclassified_Chthoniobacter
seq287	Root	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	unclassified_Singulisphaera
seq290	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium	unclassified_Phenylobacterium
seq292	Root	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseimicrobium	Roseimicrobium gellanilyticum
seq295	Root	Archaea	Crenarchaeota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrocosmicus	unclassified_Candidatus Nitrocosmicus
seq296	Root	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus
seq297	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	unclassified_Reyranella
seq303	Root	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	unclassified_Microbacterium
seq306	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	unclassified_Acidibacter
seq307	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	unclassified_Xanthobacteraceae	NA
seq311	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	unclassified_Reyranella
seq313	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	unclassified_uncultured
seq316	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	Dongia sp. URHE0060
seq319	Root	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	unclassified_Solirubrobacter
seq327	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	unclassified_Xanthobacteraceae	NA
seq332	Root	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	unclassified_Pedobacter
seq333	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	unclassified_Hyphomicrobium
seq338	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	unclassified_Dongia
seq339	Root	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	unclassified_SH-PL14
seq341	Root	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus
seq343	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	unclassified_Rhizobiaceae	NA
seq349	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	uncultured	unclassified_uncultured
seq353	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	unclassified_Dongia
seq356	Root	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus
seq357	Root	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Gemmata	Gemmata sp. Fl1-1
seq361	Root	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	unclassified_Polyangiaceae	NA
seq379	Root	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	Nitrospira japonica
seq380	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	unclassified_Comamonadaceae	NA
seq382	Root	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacter	unclassified_Vicinamibacter
seq386	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	unclassified_Burkholderia-Caballeronia-Paraburkholderia
seq390	Root	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus
seq394	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	unclassified_Oxalobacteraceae	NA
seq399	Root	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Rummeliibacillus	unclassified_Rummeliibacillus
seq414	Root	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	unclassified_Nocardioides
seq415	Root	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella	unclassified_Cohnella
seq422	Root	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	unclassified_Microscillaceae	NA
seq435	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Kaistiaceae	Kaistia	unclassified_Kaistia
seq442	Root	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacter	unclassified_Vicinamibacter
seq445	Root	Bacteria	Actinobacteriota	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Nonomuraea	unclassified_Nonomuraea
seq450	Root	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus
seq468	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	unclassified_Reyranella
seq475	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	unclassified_Reyranella
seq478	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia	unclassified_Dongia
seq483	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	unclassified_Caulobacter
seq488	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	unclassified_Sphingomonas
seq503	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea	unclassified_Bosea
seq557	Root	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	unclassified_Polyangiaceae	NA
seq564	Root	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Microscillaceae	unclassified_Microscillaceae	NA
seq644	Root	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus
